"moth","wb","trial","lax_count","lba_count","lsa_count","ldvm_count","ldlm_count","rdlm_count","rdvm_count","rsa_count","rba_count","rax_count","lax1","lax2","lax3","lax4","lba1","lba2","lba3","lba4","lba5","lsa1","lsa2","lsa3","lsa4","ldvm1","ldvm2","ldvm3","ldvm4","ldlm1","ldlm2","rdlm1","rdlm2","rdvm1","rdvm2","rdvm3","rsa1","rsa2","rsa3","rsa4","rba1","rba2","rba3","rba4","rax1","rax2","rax3","rax4"
"2024_11_04",4098,"post",0,4,1,1,1,1,2,0,1,3,NA,NA,NA,NA,-0.19360453550825532,0.05922551252847381,0.38496583143507973,0.7722095671981777,NA,0.09111617312072894,NA,NA,NA,0.6013667425968109,NA,NA,NA,0.23462414578587698,NA,0.2870159453302961,NA,0.6583143507972665,0.8724373576309795,NA,NA,NA,NA,NA,0.6537585421412301,NA,NA,NA,-0.13210662422916258,0.14350797266514806,0.44646924829157175,NA
"2024_11_04",4100,"post",0,5,0,2,1,1,1,0,1,3,NA,NA,NA,NA,-0.17586059773559776,0.07006369426751592,0.35456475583864117,0.5605095541401274,0.7876857749469215,NA,NA,NA,NA,0.5881104033970276,0.8046709129511678,NA,NA,0.21656050955414013,NA,0.2802547770700637,NA,0.6348195329087049,NA,NA,NA,NA,NA,NA,0.6326963906581741,NA,NA,NA,-0.09395292207792201,0.1464968152866242,0.3821656050955414,NA
"2024_11_04",4124,"post",0,3,0,1,1,1,1,0,1,3,NA,NA,NA,NA,-0.06757035357179679,0.21846846846846846,0.5563063063063063,NA,NA,NA,NA,NA,NA,0.5900900900900901,NA,NA,NA,0.22072072072072071,NA,0.3355855855855856,NA,0.7117117117117117,NA,NA,NA,NA,NA,NA,0.7094594594594594,NA,NA,NA,-0.08558911452427583,0.17117117117117117,0.4166666666666667,NA
"2024_11_04",4128,"post",0,3,3,1,1,1,1,0,1,2,NA,NA,NA,NA,-0.027027718768395933,0.23953488372093024,0.5372093023255814,NA,NA,0.20465116279069767,0.6069767441860465,0.8744186046511628,NA,0.5093023255813953,NA,NA,NA,0.2186046511627907,NA,0.33488372093023255,NA,0.7023255813953488,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,-0.033784648460494913,0.2441860465116279,NA,NA
"2024_11_04",4131,"post",0,3,1,1,1,1,2,0,1,2,NA,NA,NA,NA,-0.10501697013357957,0.17857142857142858,0.4666666666666667,NA,NA,0.07857142857142857,NA,NA,NA,0.5857142857142857,NA,NA,NA,0.2,NA,0.30714285714285716,NA,0.6547619047619048,0.8547619047619047,NA,NA,NA,NA,NA,0.6523809523809524,NA,NA,NA,-0.02054679850439601,0.32142857142857145,NA,NA
"2024_11_04",4136,"post",0,3,0,1,1,1,1,0,1,1,NA,NA,NA,NA,-0.12328140253823625,0.23132530120481928,0.5566265060240964,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,0.20963855421686747,NA,0.3036144578313253,NA,0.6746987951807228,NA,NA,NA,NA,NA,NA,0.672289156626506,NA,NA,NA,0.1614457831325301,NA,NA,NA
"2024_11_04",4140,"post",0,3,1,1,1,1,2,0,1,4,NA,NA,NA,NA,-0.004556568126250373,0.24829157175398633,0.49658314350797267,NA,NA,0.6104783599088838,NA,NA,NA,0.5261958997722096,NA,NA,NA,0.2255125284738041,NA,0.3348519362186788,NA,0.6742596810933941,0.8610478359908884,NA,NA,NA,NA,NA,0.6765375854214123,NA,NA,NA,-0.06151366970437886,0.2164009111617312,0.45785876993166286,0.7585421412300684
"2024_11_04",4143,"post",0,3,0,1,2,1,1,0,1,2,NA,NA,NA,NA,0.009029345372460496,0.3837471783295711,0.6794582392776524,NA,NA,NA,NA,NA,NA,0.6049661399548533,NA,NA,NA,0.22121896162528218,0.48081264108352145,0.3182844243792325,NA,0.5981941309255079,NA,NA,NA,NA,NA,NA,0.6884875846501128,NA,NA,NA,0.002257336343115124,0.2799097065462754,NA,NA
"2024_11_04",4144,"post",0,4,2,1,1,1,2,0,1,2,NA,NA,NA,NA,-0.06620834340307599,0.20776255707762556,0.4908675799086758,0.7625570776255708,NA,0.09817351598173515,0.8881278538812786,NA,NA,0.5753424657534246,NA,NA,NA,0.20776255707762556,NA,0.24885844748858446,NA,0.5958904109589042,0.8378995433789954,NA,NA,NA,NA,NA,0.6757990867579908,NA,NA,NA,0.1780821917808219,0.3995433789954338,NA,NA
"2024_11_04",4145,"post",0,3,0,1,1,1,2,0,1,2,NA,NA,NA,NA,0.011933174224343675,0.2840095465393795,0.5704057279236276,NA,NA,NA,NA,NA,NA,0.6014319809069213,NA,NA,NA,0.20286396181384247,NA,0.31026252983293556,NA,0.6682577565632458,0.8520286396181385,NA,NA,NA,NA,NA,0.6706443914081146,NA,NA,NA,0.00477326968973747,0.3031026252983294,NA,NA
"2024_11_04",4147,"post",0,3,1,1,1,1,1,0,1,2,NA,NA,NA,NA,0.0,0.3242009132420091,0.5707762557077626,NA,NA,0.15753424657534246,NA,NA,NA,0.6027397260273972,NA,NA,NA,0.228310502283105,NA,0.3356164383561644,NA,0.6073059360730594,NA,NA,NA,NA,NA,NA,0.6872146118721462,NA,NA,NA,0.19863013698630136,0.4840182648401826,NA,NA
"2024_11_04",4149,"post",0,3,0,1,2,1,1,0,1,2,NA,NA,NA,NA,-0.0022988025328624746,0.2827586206896552,0.4804597701149425,NA,NA,NA,NA,NA,NA,0.5908045977011495,NA,NA,NA,0.19540229885057472,0.4413793103448276,0.3264367816091954,NA,0.7011494252873564,NA,NA,NA,NA,NA,NA,0.6988505747126437,NA,NA,NA,0.17471264367816092,0.47126436781609193,NA,NA
"2024_11_04",4154,"post",0,4,1,1,1,1,2,0,1,1,NA,NA,NA,NA,-0.06277718905765535,0.1681614349775785,0.4260089686098655,0.6614349775784754,NA,0.19282511210762332,NA,NA,NA,0.5986547085201793,NA,NA,NA,0.2219730941704036,NA,0.3251121076233184,NA,0.5964125560538116,0.827354260089686,NA,NA,NA,NA,NA,0.679372197309417,NA,NA,NA,0.17713004484304934,NA,NA,NA
"2024_11_04",4155,"post",0,3,1,1,1,1,1,0,2,2,NA,NA,NA,NA,0.0,0.32805429864253394,0.5633484162895928,NA,NA,0.32805429864253394,NA,NA,NA,0.5769230769230769,NA,NA,NA,0.22850678733031674,NA,0.3235294117647059,NA,0.6787330316742082,NA,NA,NA,NA,NA,NA,0.4276018099547511,0.6764705882352942,NA,NA,-0.09502070068529897,0.1832579185520362,NA,NA
"2024_11_04",4161,"post",0,3,2,2,1,1,2,0,1,2,NA,NA,NA,NA,-0.025461632512305047,0.22510822510822512,0.4155844155844156,NA,NA,0.18831168831168832,0.6060606060606061,NA,NA,0.5367965367965368,0.7987012987012987,NA,NA,0.24242424242424243,NA,0.341991341991342,NA,0.5974025974025974,0.8571428571428571,NA,NA,NA,NA,NA,0.683982683982684,NA,NA,NA,0.21428571428571427,0.4523809523809524,NA,NA
"2024_11_04",4181,"post",0,4,0,2,1,1,2,0,2,2,NA,NA,NA,NA,-0.17305399712003966,0.038135593220338986,0.3601694915254237,0.5741525423728814,NA,NA,NA,NA,NA,0.559322033898305,0.8516949152542372,NA,NA,0.2669491525423729,NA,0.3093220338983051,NA,0.6186440677966102,0.902542372881356,NA,NA,NA,NA,NA,-0.12177873871410205,0.6864406779661016,NA,NA,0.2076271186440678,0.4555084745762712,NA,NA
"2024_11_04",4191,"post",0,3,0,2,1,1,1,0,1,3,NA,NA,NA,NA,-0.02357752917117758,0.2169811320754717,0.5165094339622641,NA,NA,NA,NA,NA,NA,0.6037735849056604,0.9669811320754716,NA,NA,0.19811320754716982,NA,0.24056603773584906,NA,0.6580188679245284,NA,NA,NA,NA,NA,NA,0.4481132075471698,NA,NA,NA,-0.0801635991820041,0.22169811320754718,0.6533018867924528,NA
"2024_11_04",4205,"post",0,5,1,2,1,1,2,0,2,3,NA,NA,NA,NA,-0.1897975025875596,-0.0020408333611565835,0.2530612244897959,0.4673469387755102,0.7510204081632653,-0.016326666889252526,NA,NA,NA,0.6183673469387755,0.8326530612244898,NA,NA,0.2571428571428571,NA,0.28775510204081634,NA,0.673469387755102,0.8653061224489796,NA,NA,NA,NA,NA,0.3122448979591837,0.6755102040816326,NA,NA,-0.06530666755700969,0.19795918367346937,0.40816326530612246,NA
"2024_11_04",4206,"post",0,3,1,2,1,1,2,0,2,2,NA,NA,NA,NA,0.02074688796680498,0.2572614107883817,0.5228215767634855,NA,NA,0.056016597510373446,NA,NA,NA,0.6203319502074689,0.8402489626556017,NA,NA,0.26348547717842324,NA,0.2987551867219917,NA,0.6846473029045643,0.8692946058091287,NA,NA,NA,NA,NA,0.2925311203319502,0.6804979253112033,NA,NA,-0.07676089069168042,0.1970954356846473,NA,NA
"2024_11_04",4207,"post",0,5,0,1,1,1,1,0,1,4,NA,NA,NA,NA,-0.18028958836090905,-0.008385562249344556,0.2914046121593291,0.5513626834381551,0.779874213836478,NA,NA,NA,NA,0.6289308176100629,NA,NA,NA,0.23689727463312368,NA,0.27882599580712786,NA,0.6226415094339622,NA,NA,NA,NA,NA,NA,0.549266247379455,NA,NA,NA,-0.08385562249344615,0.17819706498951782,0.4109014675052411,0.6939203354297694
"2024_11_04",4234,"post",0,3,1,2,1,1,2,0,1,3,NA,NA,NA,NA,0.0041841004184100415,0.23640167364016737,0.5125523012552301,NA,NA,0.08368200836820083,NA,NA,NA,0.6443514644351465,0.8535564853556485,NA,NA,0.27824267782426776,NA,0.35355648535564854,NA,0.6401673640167364,0.8744769874476988,NA,NA,NA,NA,NA,0.7133891213389121,NA,NA,NA,-0.10251001346751452,0.21338912133891214,0.4225941422594142,NA
"2024_11_04",4235,"post",0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,-0.19388746388976472,0.024229074889867842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19162995594713655,NA,NA,NA
"2024_11_05",4236,"pre",1,0,1,0,1,1,1,1,0,1,0.6682027649769585,NA,NA,NA,NA,NA,NA,NA,NA,0.49539170506912444,NA,NA,NA,NA,NA,NA,NA,0.2857142857142857,NA,0.35253456221198154,NA,0.2880184331797235,NA,NA,0.7511520737327189,NA,NA,NA,NA,NA,NA,NA,0.6774193548387096,NA,NA,NA
"2024_11_05",4237,"pre",3,1,1,2,1,1,1,1,1,1,0.04068522483940043,0.6295503211991434,0.8972162740899358,NA,-0.2848428453267162,NA,NA,NA,NA,0.43683083511777304,NA,NA,NA,-0.5247105045492142,-0.2805594942691716,NA,NA,0.2740899357601713,NA,0.33832976445396146,NA,0.2762312633832976,NA,NA,0.715203426124197,NA,NA,NA,-0.3876432707077868,NA,NA,NA,0.6402569593147751,NA,NA,NA
"2024_11_05",4238,"pre",2,1,1,3,1,1,1,1,1,1,0.5924276169265034,0.8151447661469933,NA,NA,-0.35854389721627417,NA,NA,NA,NA,0.4298440979955457,NA,NA,NA,-0.5834689507494647,-0.35408993576017134,0.08908685968819599,NA,0.2383073496659243,NA,0.3051224944320713,NA,0.24053452115812918,NA,NA,0.6815144766146993,NA,NA,NA,-0.4565310492505354,NA,NA,NA,0.6102449888641426,NA,NA,NA
"2024_11_05",4239,"pre",1,2,1,2,1,1,1,1,1,1,0.6082949308755761,NA,NA,NA,-0.39397895706934954,-0.14284617156900387,NA,NA,NA,0.38940092165898615,NA,NA,NA,-0.38937101605099456,0.20967741935483872,NA,NA,0.20967741935483872,NA,0.22119815668202766,NA,0.2119815668202765,NA,NA,0.6981566820276498,NA,NA,NA,-0.5068735120190461,NA,NA,NA,0.6036866359447005,NA,NA,NA
"2024_11_05",4240,"pre",3,2,1,1,1,1,1,1,2,1,0.034482758620689655,0.6114942528735632,0.9977011494252873,NA,-0.4528759565382826,-0.2022999196719232,NA,NA,NA,0.4114942528735632,NA,NA,NA,-0.31494419312560773,NA,NA,NA,0.23218390804597702,NA,0.3080459770114943,NA,0.23448275862068965,NA,NA,0.696551724137931,NA,NA,NA,-0.46666913287955014,-0.20919650784255703,NA,NA,0.6298850574712643,NA,NA,NA
"2024_11_05",4241,"pre",1,1,1,1,1,1,2,1,2,1,0.6345291479820628,NA,NA,NA,-0.3542801306281983,NA,NA,NA,NA,0.43946188340807174,NA,NA,NA,-0.45966725809354836,NA,NA,NA,0.23094170403587444,NA,0.24887892376681614,NA,-0.3228882203193706,0.15022421524663676,NA,0.7556053811659192,NA,NA,NA,-0.457424978785775,-0.21750109285402042,NA,NA,0.6547085201793722,NA,NA,NA
"2024_11_05",4242,"pre",2,1,1,2,1,2,1,1,1,1,0.028953229398663696,0.6124721603563474,NA,NA,-0.3340807174887892,NA,NA,NA,NA,0.44543429844098,NA,NA,NA,-0.5144843049327354,0.2516703786191537,NA,NA,0.23162583518930957,NA,0.1514476614699332,0.42761692650334077,0.23385300668151449,NA,NA,0.6726057906458798,NA,NA,NA,-0.43653213751868464,NA,NA,NA,0.6080178173719376,NA,NA,NA
"2024_11_05",4243,"pre",1,2,1,2,1,1,1,1,2,1,0.5857461024498887,NA,NA,NA,-0.4454342984409799,-0.19821826280623606,NA,NA,NA,0.41870824053452116,NA,NA,NA,-0.3585746102449888,0.11358574610244988,NA,NA,0.23162583518930957,NA,0.2383073496659243,NA,0.23608017817371937,NA,NA,0.6726057906458798,NA,NA,NA,-0.4766146993318485,0.4610244988864143,NA,NA,0.6057906458797327,NA,NA,NA
"2024_11_05",4244,"pre",2,1,1,1,1,1,1,1,1,1,0.033936651583710405,0.6153846153846154,NA,NA,-0.3936513043784281,NA,NA,NA,NA,0.4230769230769231,NA,NA,NA,-0.43663621692549787,NA,NA,NA,0.21945701357466063,NA,0.2330316742081448,NA,0.22171945701357465,NA,NA,0.6945701357466063,NA,NA,NA,-0.24886002000935115,NA,NA,NA,0.6244343891402715,NA,NA,NA
"2024_11_05",4245,"pre",2,1,1,1,1,1,1,1,1,1,0.049773755656108594,0.6176470588235294,NA,NA,-0.3574660633484162,NA,NA,NA,NA,0.4253393665158371,NA,NA,NA,-0.4434389140271493,NA,NA,NA,0.23755656108597284,NA,0.29411764705882354,NA,0.2398190045248869,NA,NA,0.7081447963800905,NA,NA,NA,-0.45927601809954754,NA,NA,NA,0.6334841628959276,NA,NA,NA
"2024_11_05",4246,"pre",1,1,1,2,1,1,1,1,1,1,0.5888888888888889,NA,NA,NA,-0.3489028905097771,NA,NA,NA,NA,0.38666666666666666,NA,NA,NA,-0.48224157478102964,0.26,NA,NA,0.24666666666666667,NA,0.3,NA,0.24888888888888888,NA,NA,0.6622222222222223,NA,NA,NA,-0.4422399694996538,NA,NA,NA,0.6066666666666667,NA,NA,NA
"2024_11_05",4247,"pre",1,2,1,1,1,1,1,1,1,1,0.5986078886310905,NA,NA,NA,-0.40599279835390945,-0.1507973251028807,NA,NA,NA,0.37819025522041766,NA,NA,NA,-0.36655349794238684,NA,NA,NA,0.2088167053364269,NA,0.271461716937355,NA,0.2111368909512761,NA,NA,0.7146171693735499,NA,NA,NA,-0.5196707818930041,NA,NA,NA,0.6125290023201856,NA,NA,NA
"2024_11_05",4248,"pre",2,1,1,1,1,1,1,1,1,1,0.018648018648018648,0.6177156177156177,NA,NA,-0.3752873253116064,NA,NA,NA,NA,0.40326340326340326,NA,NA,NA,-0.5827442939621217,NA,NA,NA,0.26107226107226106,NA,0.2937062937062937,NA,0.26573426573426573,NA,NA,0.6946386946386947,NA,NA,NA,-0.4661954351696973,NA,NA,NA,0.6410256410256411,NA,NA,NA
"2024_11_05",4249,"pre",2,1,1,3,1,1,1,1,1,1,0.0,0.6261261261261262,NA,NA,-0.3446216704643671,NA,NA,NA,NA,0.4144144144144144,NA,NA,NA,-0.5721170215552238,-0.34011681202692434,0.22072072072072071,NA,0.24774774774774774,NA,0.2545045045045045,NA,0.25,NA,NA,0.6914414414414415,NA,NA,NA,-0.4572431314004347,NA,NA,NA,0.6441441441441441,NA,NA,NA
"2024_11_05",4250,"pre",2,1,1,1,1,1,1,2,1,1,0.00683371298405467,0.6355353075170843,NA,NA,-0.35306613431613426,NA,NA,NA,NA,0.40774487471526194,NA,NA,NA,-0.3485104422604423,NA,NA,NA,0.2619589977220957,NA,0.2938496583143508,NA,0.2642369020501139,NA,NA,-0.045556920556920566,0.715261958997722,NA,NA,-0.4715141277641278,NA,NA,NA,0.6309794988610479,NA,NA,NA
"2024_11_05",4251,"pre",3,2,1,1,1,1,2,1,1,1,0.058165548098434,0.610738255033557,0.9328859060402684,NA,-0.33110966482264886,-0.10067523592580546,NA,NA,NA,0.4116331096196868,NA,NA,NA,-0.3959892613081679,NA,NA,NA,0.27069351230425054,NA,0.319910514541387,NA,-0.3803286690530426,0.27069351230425054,NA,0.6666666666666666,NA,NA,NA,-0.4273104458184185,NA,NA,NA,0.6219239373601789,NA,NA,NA
"2024_11_05",4252,"pre",1,1,1,2,1,1,1,1,2,1,0.6643518518518519,NA,NA,NA,-0.37497093789233854,NA,NA,NA,NA,0.4097222222222222,NA,NA,NA,-0.5555125005812422,0.22685185185185186,NA,NA,0.27546296296296297,NA,0.2962962962962963,NA,0.2777777777777778,NA,NA,0.75,NA,NA,NA,-0.4883880734276755,-0.22914890648976244,NA,NA,0.6597222222222222,NA,NA,NA
"2024_11_05",4253,"pre",2,2,1,2,1,1,1,1,1,1,0.08908685968819599,0.6414253897550112,NA,NA,-0.38978909465020567,-0.14700617283950612,NA,NA,NA,0.43875278396436523,NA,NA,NA,-0.29401234567901235,-0.013364197530864165,NA,NA,0.29398663697104677,NA,0.33407572383073497,NA,0.2984409799554566,NA,NA,0.7104677060133631,NA,NA,NA,-0.4120627572016461,NA,NA,NA,0.6636971046770601,NA,NA,NA
"2024_11_05",4254,"pre",2,1,1,3,1,1,1,1,1,1,0.0,0.6209150326797386,NA,NA,-0.32463445337464897,NA,NA,NA,NA,0.4074074074074074,NA,NA,NA,-0.5860850198508764,-0.2679868306381331,0.3202614379084967,NA,0.2766884531590414,NA,0.3289760348583878,NA,0.2788671023965142,NA,NA,0.6993464052287581,NA,NA,NA,-0.4139633969206934,NA,NA,NA,0.6383442265795207,NA,NA,NA
"2024_11_05",4255,"pre",3,1,1,2,1,1,1,1,1,1,0.026845637583892617,0.6219239373601789,0.9910514541387024,NA,-0.3623949579831932,NA,NA,NA,NA,0.40939597315436244,NA,NA,NA,-0.3579209461562403,0.18344519015659955,NA,NA,0.28187919463087246,NA,0.319910514541387,NA,0.2841163310961969,NA,NA,0.6890380313199105,NA,NA,NA,-0.45858621226268287,NA,NA,NA,0.6375838926174496,NA,NA,NA
"2024_11_05",4256,"pre",2,2,1,2,1,1,1,1,2,1,0.6453089244851259,0.9862700228832952,NA,NA,-0.361537597172423,-0.13500454577957566,NA,NA,NA,0.40045766590389015,NA,NA,NA,-0.3569611718917594,0.2036613272311213,NA,NA,0.2791762013729977,NA,0.2906178489702517,NA,0.2837528604118993,NA,NA,0.7093821510297483,NA,NA,NA,-0.45077789014536274,0.2837528604118993,NA,NA,0.6430205949656751,NA,NA,NA
"2024_11_05",4257,"pre",1,1,1,2,1,1,1,1,2,1,0.6357308584686775,NA,NA,NA,-0.33873633358759214,NA,NA,NA,NA,0.4245939675174014,NA,NA,NA,-0.35033689295703024,0.23201856148491878,NA,NA,0.26218097447795824,NA,0.20649651972157773,NA,0.26218097447795824,NA,NA,0.7122969837587007,NA,NA,NA,-0.45938215102974816,-0.18792906178489693,NA,NA,0.6380510440835266,NA,NA,NA
"2024_11_05",4258,"pre",2,1,1,2,1,1,1,1,1,1,0.013452914798206279,0.6367713004484304,NA,NA,-0.3296220744639437,NA,NA,NA,NA,0.40358744394618834,NA,NA,NA,-0.3027141500179075,0.1210762331838565,NA,NA,0.27802690582959644,NA,0.3116591928251121,NA,0.2802690582959641,NA,NA,0.7107623318385651,NA,NA,NA,-0.42828446409940996,NA,NA,NA,0.6434977578475336,NA,NA,NA
"2024_11_05",4259,"pre",1,1,1,2,1,1,1,1,1,1,0.6241610738255033,NA,NA,NA,-0.337809296925048,NA,NA,NA,NA,0.40492170022371365,NA,NA,NA,-0.3333350016015374,0.24384787472035793,NA,NA,0.27293064876957496,NA,0.22595078299776286,NA,0.2751677852348993,NA,NA,0.680089485458613,NA,NA,NA,-0.44966668001281224,NA,NA,NA,0.6353467561521253,NA,NA,NA
"2024_11_05",4260,"pre",2,1,1,2,1,1,1,1,2,1,0.009324009324009324,0.6433566433566433,NA,NA,-0.3636023099734666,NA,NA,NA,NA,0.3986013986013986,NA,NA,NA,-0.3566099578585921,0.29836829836829837,NA,NA,0.2703962703962704,NA,0.22843822843822845,NA,0.27505827505827507,NA,NA,0.7226107226107226,NA,NA,NA,-0.47781072784974776,-0.2284168357525623,NA,NA,0.6596736596736597,NA,NA,NA
"2024_11_05",4261,"pre",2,1,1,2,1,1,1,1,1,1,0.0022988505747126436,0.6505747126436782,NA,NA,-0.3264472530527576,NA,NA,NA,NA,0.4367816091954023,NA,NA,NA,-0.32184940441821175,0.3103448275862069,NA,NA,0.2735632183908046,NA,0.28045977011494255,NA,0.27586206896551724,NA,NA,0.7149425287356321,NA,NA,NA,-0.4390945445991318,NA,NA,NA,0.671264367816092,NA,NA,NA
"2024_11_05",4262,"pre",2,1,1,3,1,1,1,1,2,1,0.6569506726457399,0.9820627802690582,NA,NA,-0.313919103088277,NA,NA,NA,NA,0.4080717488789238,NA,NA,NA,-0.30719226516495673,0.013452914798206279,0.29596412556053814,NA,0.28475336322869954,NA,0.2982062780269058,NA,0.28699551569506726,NA,NA,0.7107623318385651,NA,NA,NA,-0.4305176270924941,-0.15471727223636503,NA,NA,0.6591928251121076,NA,NA,NA
"2024_11_05",4263,"pre",2,1,1,2,1,1,1,1,1,1,0.6365638766519823,0.9889867841409692,NA,NA,-0.31278766076972353,NA,NA,NA,NA,0.4008810572687225,NA,NA,NA,-0.3083822007588824,0.18061674008810572,NA,NA,0.2709251101321586,NA,0.27312775330396477,NA,0.27312775330396477,NA,NA,0.7004405286343612,NA,NA,NA,-0.4163159710244912,NA,NA,NA,0.6343612334801763,NA,NA,NA
"2024_11_05",4264,"pre",1,1,1,2,1,1,1,1,1,1,0.6410835214446953,NA,NA,NA,-0.3476108266857165,NA,NA,NA,NA,0.37020316027088035,NA,NA,NA,-0.34309640036512284,0.23024830699774265,NA,NA,0.26410835214446954,NA,0.21896162528216703,NA,0.26410835214446954,NA,NA,0.6952595936794582,NA,NA,NA,-0.4604714847005596,NA,NA,NA,0.6433408577878104,NA,NA,NA
"2024_11_05",4265,"pre",2,1,1,2,1,1,1,1,2,1,0.639269406392694,0.9931506849315068,NA,NA,-0.34017390231235567,NA,NA,NA,NA,0.4018264840182648,NA,NA,NA,-0.3036451611244517,0.3470319634703196,NA,NA,0.2602739726027397,NA,0.20776255707762556,NA,0.2602739726027397,NA,NA,0.7146118721461188,NA,NA,NA,-0.4474770795518236,-0.20547416918195976,NA,NA,0.6621004566210046,NA,NA,NA
"2024_11_05",4266,"pre",2,1,1,2,1,1,2,1,1,1,0.64,0.9755555555555555,NA,NA,-0.3289088681671375,NA,NA,NA,NA,0.3888888888888889,NA,NA,NA,-0.3222417965151008,0.17333333333333334,NA,NA,0.2777777777777778,NA,0.3,NA,-0.4378043718170681,0.28,NA,0.7088888888888889,NA,NA,NA,-0.45780558677317784,NA,NA,NA,0.6466666666666666,NA,NA,NA
"2024_11_05",4267,"pre",2,1,1,2,1,1,1,1,1,1,0.6266094420600858,0.9785407725321889,NA,NA,-0.3240590054722818,NA,NA,NA,NA,0.3798283261802575,NA,NA,NA,-0.31762074708541516,0.21244635193133046,NA,NA,0.2510729613733906,NA,0.2854077253218884,NA,0.2553648068669528,NA,NA,0.6716738197424893,NA,NA,NA,-0.4442398286937902,NA,NA,NA,0.6223175965665236,NA,NA,NA
"2024_11_05",4268,"pre",2,1,1,2,1,1,0,1,1,1,0.58675799086758,0.9474885844748858,NA,NA,-0.37209518316110546,NA,NA,NA,NA,0.3561643835616438,NA,NA,NA,-0.3629640130221827,0.1598173515981735,NA,NA,0.2328767123287671,NA,0.2853881278538813,NA,NA,NA,NA,0.6666666666666666,NA,NA,NA,-0.5044971501754867,NA,NA,NA,0.6004566210045662,NA,NA,NA
"2024_11_05",4269,"pre",2,1,1,1,1,1,1,1,1,1,0.6164383561643836,0.9452054794520548,NA,NA,-0.3881278538812786,NA,NA,NA,NA,0.3904109589041096,NA,NA,NA,-0.33333333333333337,NA,NA,NA,0.2557077625570776,NA,0.2694063926940639,NA,0.2511415525114155,NA,NA,0.684931506849315,NA,NA,NA,-0.4885844748858448,NA,NA,NA,0.632420091324201,NA,NA,NA
"2024_11_05",4270,"pre",2,1,1,2,1,1,1,1,1,1,0.6275395033860045,0.909706546275395,NA,NA,-0.3544109177670821,NA,NA,NA,NA,0.3837471783295711,NA,NA,NA,-0.566605989551195,0.19187358916478556,NA,NA,0.2618510158013544,NA,0.21896162528216703,NA,0.26410835214446954,NA,NA,0.6817155756207675,NA,NA,NA,-0.47405281994323095,NA,NA,NA,0.6320541760722348,NA,NA,NA
"2024_11_05",4271,"pre",2,1,1,2,1,1,1,1,2,1,0.6339285714285714,0.9575892857142857,NA,NA,-0.343758640972917,NA,NA,NA,NA,0.38169642857142855,NA,NA,NA,-0.33929424303820377,0.008928571428571428,NA,NA,0.2611607142857143,NA,0.2700892857142857,NA,0.26339285714285715,NA,NA,0.6852678571428571,NA,NA,NA,-0.4709939821122434,-0.22991649363773017,NA,NA,0.6294642857142857,NA,NA,NA
"2024_11_05",4272,"pre",2,1,1,2,1,1,1,1,1,1,0.6305309734513275,0.9092920353982301,NA,NA,-0.33628981393882057,NA,NA,NA,NA,0.40707964601769914,NA,NA,NA,-0.5177093188268685,0.26548672566371684,NA,NA,0.2831858407079646,NA,0.2234513274336283,NA,0.2853982300884956,NA,NA,0.6836283185840708,NA,NA,NA,-0.45133632923368033,NA,NA,NA,0.6305309734513275,NA,NA,NA
"2024_11_05",4273,"pre",2,1,1,2,1,1,1,1,1,1,0.6302895322939867,0.8775055679287305,NA,NA,-0.34743362831858404,NA,NA,NA,NA,0.39643652561247217,NA,NA,NA,-0.34297935103244837,0.21380846325167038,NA,NA,0.2717149220489978,NA,0.2828507795100223,NA,0.2739420935412027,NA,NA,0.688195991091314,NA,NA,NA,-0.4676991150442477,NA,NA,NA,0.6391982182628062,NA,NA,NA
"2024_11_05",4274,"pre",1,1,1,2,1,1,2,1,2,1,0.6349206349206349,NA,NA,NA,-0.35145975470880486,NA,NA,NA,NA,0.40589569160997735,NA,NA,NA,-0.3446573078434731,0.1836734693877551,NA,NA,0.2766439909297052,NA,0.28798185941043086,NA,-0.3333198964012536,0.2789115646258503,NA,0.7006802721088435,NA,NA,NA,-0.4602989045541121,-0.20407340595995113,NA,NA,0.6439909297052154,NA,NA,NA
"2024_11_05",4275,"pre",2,1,1,2,1,1,1,1,1,1,0.031818181818181815,0.6636363636363637,NA,NA,-0.3409073379918862,NA,NA,NA,NA,0.42272727272727273,NA,NA,NA,-0.399997943243813,0.25,NA,NA,0.3068181818181818,NA,0.30227272727272725,NA,0.3090909090909091,NA,NA,0.7318181818181818,NA,NA,NA,-0.443179539389452,NA,NA,NA,0.6681818181818182,NA,NA,NA
"2024_11_05",4276,"pre",2,1,1,2,1,1,1,1,1,1,0.026607538802660754,0.6829268292682927,NA,NA,-0.3060036202735318,NA,NA,NA,NA,0.4124168514412417,NA,NA,NA,-0.29935136765888976,0.1729490022172949,NA,NA,0.328159645232816,NA,0.3215077605321508,NA,0.3303769401330377,NA,NA,0.738359201773836,NA,NA,NA,-0.4080048270313758,NA,NA,NA,0.6784922394678492,NA,NA,NA
