moth,wb,trial,lax_count,lba_count,lsa_count,ldvm_count,ldlm_count,rdlm_count,rdvm_count,rsa_count,rba_count,rax_count,lax1,lba1,lsa1,ldvm1,ldlm1,rdlm1,rdvm1,rsa1,rba1,rax1
2024_11_05,4376,0,2,1,1,2,1,1,1,1,1,1,0.0297482837528604,-0.3477913331934494,0.4141876430205949,-0.3935533507189033,0.2700228832951945,0.2082379862700228,0.2723112128146453,0.6933638443935927,-0.4736368813884476,0.6292906178489702
2024_11_05,4377,0,2,1,1,1,1,1,1,1,1,1,0.0299539170506912,-0.3594413319655961,0.4147465437788018,-0.354833109760909,0.2649769585253456,0.271889400921659,0.2649769585253456,0.7258064516129032,-0.4677345537757437,0.652073732718894
2024_11_05,4378,0,2,1,1,2,1,1,1,1,1,1,0.045766590389016,-0.3341013824884792,0.4096109839816934,-0.5400542895019254,0.2745995423340961,0.2356979405034324,0.2768878718535469,0.7185354691075515,-0.4279243734612713,0.6361556064073226
2024_11_05,4379,0,2,1,1,2,1,1,1,1,2,1,0.0536912751677852,-0.3109778522392938,0.4183445190156599,-0.2550465838509316,0.2841163310961969,0.2371364653243848,0.2885906040268456,0.6890380313199105,-0.4429756456358286,0.6487695749440716
2024_11_05,4380,0,2,1,1,2,1,1,1,1,1,1,0.0179372197309417,-0.3295947629986637,0.3789237668161435,-0.325110480508886,0.2847533632286995,0.226457399103139,0.2869955156950672,0.7085201793721974,-0.4394596839982183,0.6591928251121076
2024_11_05,4381,0,3,1,1,2,1,1,1,1,2,1,0.021505376344086,-0.3226101349140667,0.3913978494623656,-0.3849814276641197,0.2645161290322581,0.2795698924731182,0.2645161290322581,0.6817204301075269,-0.4409005177158913,0.632258064516129
2024_11_05,4382,0,2,1,1,2,1,1,1,1,1,1,0.6017897091722595,-0.3668586789554531,0.3758389261744966,-0.3579109062980031,0.2550335570469799,0.2505592841163311,0.2550335570469799,0.6711409395973155,-0.4697580645161291,0.6085011185682326
2024_11_05,4383,0,1,1,1,2,1,1,1,1,2,1,0.6296296296296297,-0.3888587504068695,0.3842592592592592,-0.3842294795686924,0.2546296296296296,0.2685185185185185,0.2569444444444444,0.6782407407407407,-0.509219792199472,0.625
2024_11_05,4384,0,3,1,1,2,1,1,1,1,2,1,0.0023474178403755,-0.3497538815161766,0.3943661971830985,-0.345059198542805,0.2793427230046948,0.2863849765258216,0.2793427230046948,0.7089201877934272,-0.4835523462572643,0.6525821596244131
2024_11_05,4385,0,2,1,1,2,1,1,1,1,1,1,0.6574712643678161,-0.3333494852909506,0.4114942528735632,-0.4574934315372356,0.2919540229885057,0.2160919540229885,0.2919540229885057,0.7218390804597701,-0.4345038118619976,0.6735632183908046
2024_11_05,4386,0,2,1,1,2,1,1,1,1,1,1,0.6786516853932584,-0.310128343899799,0.4134831460674157,-0.3056337302200917,0.3078651685393258,0.3146067415730337,0.3078651685393258,0.7303370786516854,-0.4449667542910159,0.6696629213483146
2024_11_05,4387,0,1,1,1,2,1,1,1,1,1,1,0.6599552572706935,-0.2930678170144462,0.4228187919463087,-0.290830658105939,0.2997762863534675,0.319910514541387,0.3020134228187919,0.7181208053691275,-0.4228230337078651,0.6577181208053692
2024_11_05,4388,0,2,1,1,2,1,1,1,1,1,1,0.0159453302961275,-0.4145617246288388,0.4214123006833713,-0.3120601993085214,0.3029612756264236,0.2369020501138952,0.3029612756264236,0.7312072892938497,-0.4441732763880415,0.6674259681093394
2024_11_05,4389,0,2,1,1,2,1,1,1,1,1,1,0.042316258351893,-0.3006833712984055,0.4276169265033407,-0.2962288028347254,0.2739420935412027,0.2583518930957684,0.2783964365256124,0.7037861915367484,-0.4365477094406479,0.6414253897550112
2024_11_05,4390,0,1,1,1,2,1,1,1,1,1,1,0.6348837209302326,-0.3604297252466166,0.413953488372093,-0.4301903172298327,0.2813953488372093,0.2162790697674418,0.2837209302325581,0.7116279069767442,-0.455769200957012,0.6441860465116279
2024_11_05,4392,0,3,1,1,3,1,1,1,1,1,1,0.0582959641255605,-0.3273642464917632,0.4170403587443946,-0.5448596705308115,0.2982062780269058,0.2443946188340807,0.3004484304932735,0.7197309417040358,-0.4417175106772423,0.6704035874439462
2024_11_05,4393,0,1,1,1,3,1,1,1,1,1,1,0.6530612244897959,-0.3265223302152872,0.4172335600907029,-0.5940892396972586,0.2857142857142857,0.2199546485260771,0.2902494331065759,0.7233560090702947,-0.4444331716819187,0.6598639455782312
2024_11_05,4394,0,2,1,1,2,1,2,1,1,1,1,0.006787330316742,-0.3190061577678476,0.4230769230769231,-0.3167437027482174,0.2918552036199095,0.2307692307692307,0.2941176470588235,0.7058823529411765,-0.4411787288278743,0.6628959276018099
2024_11_05,4395,0,2,1,1,2,1,1,1,1,2,1,0.041002277904328,-0.3507918552036199,0.428246013667426,-0.4624074454956808,0.2984054669703872,0.3006833712984054,0.2984054669703872,0.7220956719817767,-0.4487402303578774,0.662870159453303
2024_11_05,4396,0,2,2,1,2,1,1,1,1,1,1,0.0503432494279176,-0.3226511061877867,0.3935926773455377,-0.3409575519289377,0.2997711670480549,0.3020594965675057,0.3043478260869565,0.7254004576659039,-0.4256248634817611,0.6681922196796338
2024_11_05,4397,0,2,1,1,2,1,1,1,1,1,1,0.0181405895691609,-0.3220021330130361,0.4285714285714285,-0.315199271047972,0.2879818594104308,0.3038548752834467,0.2879818594104308,0.7188208616780045,-0.4285803037990411,0.673469387755102
2024_11_05,4398,0,2,1,1,2,1,1,1,1,1,1,0.0253456221198156,-0.3133526207417834,0.4331797235023041,-0.3110485573539761,0.2972350230414746,0.2373271889400921,0.2972350230414746,0.7419354838709677,-0.4446842338467954,0.6820276497695853
2024_11_05,4399,0,2,1,1,2,1,1,1,1,1,1,0.0643015521064301,-0.2904908038008237,0.4279379157427938,-0.2860558296969944,0.2971175166297117,0.328159645232816,0.2993348115299334,0.7272727272727273,-0.4080176175523021,0.6585365853658537
2024_11_05,4400,0,3,1,1,2,1,1,1,1,1,1,0.0406320541760722,-0.3295579393140369,0.4085778781038374,-0.3227862008349813,0.2889390519187358,0.3002257336343115,0.2889390519187358,0.7268623024830699,-0.4333912626595553,0.6523702031602708
2024_11_05,4401,0,2,1,1,2,1,1,1,1,1,1,0.6599099099099099,-0.3378395515763309,0.4189189189189189,-0.3310827605448043,0.2905405405405405,0.2297297297297297,0.2905405405405405,0.7342342342342343,-0.4594617901438101,0.6756756756756757
2024_11_05,4402,0,1,2,1,1,1,1,2,1,1,1,0.6425339366515838,-0.3167388607569194,0.4095022624434389,-0.2511286681715575,0.3031674208144796,0.2285067873303167,-0.1131210216988997,0.7036199095022625,-0.4524840867955991,0.6538461538461539
2024_11_05,4403,0,3,1,1,2,1,1,1,1,2,1,0.0045351473922902,-0.3310640650273336,0.4149659863945578,-0.5328770909686533,0.2902494331065759,0.2925170068027211,0.2925170068027211,0.7233560090702947,-0.4399070453102925,0.6598639455782312
2024_11_05,4404,0,2,1,1,2,1,1,1,1,2,1,0.6524663677130045,-0.325120353883537,0.405829596412556,-0.3946288433345001,0.273542600896861,0.2825112107623318,0.2757847533632287,0.7040358744394619,-0.4349886114028013,0.6434977578475336
2024_11_05,4406,0,3,1,1,2,1,1,1,1,1,1,0.0022421524663677,-0.3542513033428077,0.3946188340807174,-0.3430408190598074,0.2757847533632287,0.289237668161435,0.2780269058295964,0.6636771300448431,-0.4708403398860101,0.6143497757847534
2024_11_05,4407,0,1,2,1,1,1,1,1,1,2,1,0.6399082568807339,-0.3646601881971452,0.3830275229357798,-0.3600732675908918,0.2637614678899082,0.2041284403669724,0.2637614678899082,0.6972477064220184,-0.4816266636566068,0.6399082568807339
2024_11_05,4408,0,3,1,1,3,1,1,1,1,1,1,0.0570776255707762,-0.3333368163674741,0.4041095890410959,-0.5890472508411528,0.2899543378995434,0.230593607305936,0.2899543378995434,0.6986301369863014,-0.4543426469666256,0.6415525114155252
2024_11_05,4409,0,1,1,1,2,1,1,1,1,1,1,0.6524663677130045,-0.3206409038439929,0.4103139013452915,-0.4192996434882984,0.2825112107623318,0.2825112107623318,0.2847533632286995,0.7242152466367713,-0.4349953520680744,0.6591928251121076
2024_11_05,4410,0,2,1,1,1,1,1,1,1,1,1,0.0709534368070953,-0.3170810349617048,0.4101995565410199,0.1751662971175166,0.2815964523281596,0.2328159645232816,0.2838137472283814,0.7073170731707317,-0.4323832294932339,0.6407982261640798
2024_11_05,4411,0,2,1,1,2,1,1,1,1,1,1,0.0341685649202733,-0.3484982866357589,0.4168564920273349,-0.3393872203184841,0.296127562642369,0.3075170842824601,0.296127562642369,0.7220956719817767,-0.4509977827050997,0.6560364464692483
2024_11_05,4413,0,2,1,1,1,1,1,2,1,1,1,0.047945205479452,-0.299101050809479,0.410958904109589,0.1963470319634703,0.2990867579908676,0.3127853881278539,0.0091324200913242,0.7579908675799086,-0.4315274702518438,0.682648401826484
2024_11_05,4414,0,2,1,1,2,1,2,1,1,1,1,0.06,-0.2955735099069546,0.4333333333333333,-0.2466816511253531,0.3111111111111111,0.2555555555555555,0.3111111111111111,0.7333333333333333,-0.4089137279915762,0.6644444444444444
2024_11_05,4415,0,2,1,1,2,1,1,2,1,1,1,0.0310421286031042,-0.3237266470009833,0.4079822616407982,-0.31929203539823,0.3037694013303769,0.2217294900221729,-0.3569862340216322,0.720620842572062,-0.4235054080629302,0.6407982261640798
2024_11_05,4416,0,2,1,1,2,1,2,1,1,2,1,0.6388888888888888,-0.3356154913638156,0.4097222222222222,-0.328671722576978,0.2777777777777778,0.2129629629629629,0.2824074074074074,0.7314814814814815,-0.4698616879093417,0.6666666666666666
2024_11_05,4417,0,2,1,1,2,1,1,1,1,1,1,0.6681818181818182,-0.3318321155622742,0.4318181818181818,-0.4181993785168388,0.3136363636363636,0.2477272727272727,0.3159090909090909,0.740909090909091,-0.4591101872847903,0.6909090909090909
2024_11_05,4418,0,2,1,1,2,1,1,1,1,2,1,0.6578366445916115,-0.2980326391670003,0.4039735099337748,-0.291409691629956,0.3024282560706401,0.3112582781456953,0.3024282560706401,0.7328918322295805,-0.4128303964757709,0.6534216335540839
2024_11_05,4419,0,1,1,1,2,1,1,1,1,1,1,0.6238938053097345,-0.3185825183106004,0.3893805309734513,-0.3606177116988046,0.2876106194690265,0.2323008849557522,0.2920353982300885,0.7256637168141593,-0.4380509626770756,0.6415929203539823
2024_11_05,4420,0,3,1,1,2,1,1,1,1,1,1,0.0277136258660508,-0.3671699767546185,0.3833718244803695,-0.3163665837445454,0.279445727482679,0.2840646651270208,0.279445727482679,0.7090069284064665,-0.4826322335956934,0.6558891454965358
2024_11_05,4421,0,1,1,1,2,1,1,1,1,1,1,0.6588235294117647,-0.3411616736601287,0.4070588235294117,-0.3882184562339393,0.2988235294117647,0.2305882352941176,0.3011764705882352,0.7388235294117647,-0.4705678257381084,0.6752941176470588
2024_11_05,4423,0,2,1,1,2,1,1,2,1,1,1,0.0579064587973273,-0.3207142857142857,0.4097995545657015,-0.3630307539682539,0.3006681514476614,0.3051224944320713,-0.3608035714285715,0.7238307349665924,-0.4098015873015873,0.6481069042316259
2024_11_05,4424,0,2,1,1,1,1,1,1,1,1,1,0.0159817351598173,-0.3310317536819355,0.3812785388127854,0.1552511415525114,0.273972602739726,0.2899543378995434,0.273972602739726,0.7054794520547946,-0.4588784999315106,0.636986301369863
2024_11_05,4425,0,2,1,1,2,1,1,1,1,1,1,0.6307339449541285,-0.3348588863463005,0.3944954128440367,-0.5183432076319447,0.2729357798165137,0.2110091743119266,0.2752293577981651,0.7201834862385321,-0.4632979112462514,0.6559633027522935
2024_11_05,4426,0,2,1,1,2,1,1,1,1,1,1,0.6293859649122807,-0.3311735892236966,0.4100877192982456,-0.3245939814907755,0.2828947368421052,0.2719298245614035,0.2850877192982456,0.7236842105263158,-0.4452201232609962,0.6381578947368421
2024_11_05,4427,0,1,1,1,2,1,1,1,1,1,1,0.6266666666666667,-0.3533230248570428,0.3577777777777777,-0.5222069864239312,0.2466666666666666,0.2666666666666666,0.2488888888888888,0.6822222222222222,-0.4644308943089431,0.6244444444444445
2024_11_05,4428,0,3,1,1,2,1,1,1,1,1,1,0.0070093457943925,-0.3714529914529915,0.3831775700934579,-0.4508831908831908,0.264018691588785,0.1892523364485981,0.2686915887850467,0.7126168224299065,-0.5046153846153846,0.6191588785046729
2024_11_05,4429,0,1,1,1,2,1,1,1,1,1,1,0.6503496503496503,-0.363638339491415,0.3776223776223776,-0.4871821343186264,0.275058275058275,0.275058275058275,0.2773892773892774,0.7062937062937062,-0.4731960443381874,0.662004662004662
2024_11_05,4430,0,2,1,1,2,1,1,1,1,1,1,0.0637813211845102,-0.3189235007416826,0.4328018223234624,-0.3143674507310871,0.3006833712984054,0.3485193621867881,0.3006833712984054,0.7289293849658315,-0.4669951260860352,0.6378132118451025
2024_11_05,4431,0,2,1,1,2,1,1,1,1,2,1,0.0564334085778781,-0.354409078782655,0.4153498871331828,-0.5282275441728744,0.3069977426636568,0.3115124153498871,0.309255079006772,0.7110609480812641,-0.4356748548092511,0.6433408577878104
2024_11_05,4434,0,1,1,1,1,1,1,1,1,2,1,0.6604651162790698,-0.3534571803775622,0.4186046511627907,-0.3464810518174787,0.2883720930232558,0.3488372093023256,0.2906976744186046,0.7232558139534884,-0.4743767420856756,0.6627906976744186
2024_11_05,4435,0,3,1,1,2,1,1,1,1,1,1,0.049438202247191,-0.3033945145479195,0.4382022471910112,-0.402278652622797,0.3011235955056179,0.3078651685393258,0.3033707865168539,0.7191011235955056,-0.4202575868182291,0.6719101123595506
2024_11_05,4436,0,2,1,1,2,1,1,1,1,1,1,0.6530612244897959,-0.3287914993136407,0.4353741496598639,-0.3378616096395342,0.2857142857142857,0.3129251700680272,0.2857142857142857,0.7165532879818595,-0.4467029335502568,0.6439909297052154
2024_11_05,4437,0,1,1,1,2,1,1,1,1,1,1,0.6484018264840182,-0.3264789590855325,0.3926940639269406,-0.3150636108657586,0.2922374429223744,0.2945205479452055,0.2945205479452055,0.7077625570776256,-0.4474816502151353,0.6621004566210046
2024_11_05,4438,0,2,1,1,2,1,1,1,1,1,1,0.0778032036613272,-0.3318060507495673,0.4233409610983982,-0.3249410979754384,0.2997711670480549,0.2334096109839817,0.3020594965675057,0.7368421052631579,-0.4576635182752653,0.665903890160183
2024_11_05,4439,0,2,1,1,2,1,1,1,1,1,1,0.0365296803652968,-0.3173532523990971,0.4132420091324201,-0.3287688370177697,0.3150684931506849,0.3105022831050228,0.317351598173516,0.7374429223744292,-0.4429246832044953,0.6712328767123288
2024_11_05,4440,0,2,1,1,2,1,1,1,1,2,1,0.0021978021978021,-0.2945305615637267,0.4153846153846154,-0.3384903468717456,0.3032967032967033,0.3098901098901099,0.3076923076923077,0.7450549450549451,-0.4198159496915806,0.6527472527472528
2024_11_05,4441,0,3,1,1,2,1,1,1,1,1,1,0.0044843049327354,-0.3318238808171694,0.4035874439461883,-0.3452762003097574,0.2937219730941704,0.3071748878923767,0.2982062780269058,0.7174887892376681,-0.4349583302603438,0.6457399103139013
2024_11_05,4442,0,1,1,1,1,1,1,1,1,1,1,0.6521739130434783,-0.345521837950734,0.3958810068649885,-0.343233613858345,0.2951945080091533,0.2951945080091533,0.2951945080091533,0.7299771167048055,-0.4530683702930154,0.6704805491990846
2024_11_05,4444,0,1,1,1,2,1,1,1,1,1,1,0.6764044943820224,-0.141579586127453,0.4292134831460674,-0.2516970420043609,0.3101123595505618,0.2696629213483146,0.3123595505617977,0.7280898876404495,-0.4247387583823591,0.6696629213483146
2024_11_05,4445,0,1,1,1,2,1,1,1,1,1,1,0.6574712643678161,-0.3057313679002164,0.4275862068965517,-0.3057313679002164,0.296551724137931,0.3241379310344827,0.2988505747126437,0.735632183908046,-0.4528502216266365,0.6597701149425287
2024_11_05,4446,0,2,1,1,1,1,1,2,1,1,1,0.0495495495495495,-0.3085729045589566,0.4346846846846847,0.2027027027027027,0.3085585585585585,0.3355855855855856,-0.2883016918507038,0.713963963963964,-0.4459666795815576,0.6554054054054054
2024_11_05,4447,0,2,1,1,2,1,1,1,1,1,1,0.0153846153846153,-0.3055111032084716,0.4131868131868131,-0.3780425162004109,0.2857142857142857,0.3186813186813186,0.2879120879120879,0.7186813186813187,-0.4022196538643907,0.6527472527472528
2024_11_05,4448,0,3,1,1,2,1,1,1,1,1,1,0.0,-0.3400313971742544,0.4004474272930649,-0.3914835164835165,0.2751677852348993,0.2483221476510067,0.2774049217002237,0.6957494407158836,-0.4675431711145997,0.6219239373601789
2024_11_05,4449,0,2,1,1,2,1,1,1,1,1,1,0.6138392857142857,-0.3549124826235781,0.375,-0.3303587888571671,0.2611607142857143,0.2767857142857143,0.2611607142857143,0.6830357142857143,-0.4665201815618102,0.6227678571428571
2024_11_05,4450,0,1,1,1,2,1,1,1,1,1,1,0.6175115207373272,-0.3732450738916257,0.3894009216589861,-0.3248614532019705,0.2695852534562212,0.2142857142857142,0.2695852534562212,0.6935483870967742,-0.4769242610837438,0.6244239631336406
2024_11_05,4451,0,3,1,1,1,1,2,1,1,1,1,0.0091954022988505,-0.3540248594258656,0.3908045977011494,0.2528735632183908,0.2505747126436781,0.2620689655172414,0.2505747126436781,0.696551724137931,-0.4597725447089164,0.6413793103448275
2024_11_05,4452,0,1,1,1,2,1,1,1,1,1,1,0.6454545454545455,-0.3454635494044361,0.3818181818181818,-0.3386451898767169,0.275,0.2068181818181818,0.275,0.7,-0.456830088357182,0.6477272727272727
2024_11_05,4453,0,3,1,1,2,1,1,1,1,1,1,0.0427927927927927,-0.3265832482124617,0.3986486486486486,-0.3198263534218591,0.2792792792792792,0.2905405405405405,0.2792792792792792,0.7072072072072072,-0.4572165474974463,0.6396396396396397
2024_11_05,4454,0,2,1,1,2,1,1,1,1,1,1,0.6413793103448275,-0.3517077857674188,0.4229885057471264,-0.2896417059261096,0.2873563218390804,0.2873563218390804,0.2896551724137931,0.7172413793103448,-0.4505537647739483,0.6528735632183909
2024_11_05,4455,0,1,1,1,2,1,1,1,1,1,1,0.6539325842696629,-0.3236121849389207,0.4314606741573034,-0.3191175712592134,0.2898876404494382,0.3123595505617977,0.2921348314606741,0.7123595505617978,-0.4247409927323333,0.6584269662921348
2024_11_05,4456,0,2,1,1,2,1,1,1,1,1,1,0.0044642857142857,-0.3192012211906609,0.421875,-0.3817021596056154,0.2790178571428571,0.2834821428571428,0.28125,0.7165178571428571,-0.4241135106729061,0.6495535714285714
2024_11_05,4457,0,2,1,1,2,1,1,1,1,1,1,0.0157303370786516,-0.3258378042921204,0.4157303370786517,-0.31909633247918,0.2786516853932584,0.3348314606741573,0.2786516853932584,0.7078651685393258,-0.4561729260089686,0.6404494382022472
2024_11_05,4458,0,2,1,1,2,1,1,1,1,1,1,0.0250569476082004,-0.3393973442288048,0.4236902050113895,-0.3530643513789581,0.2779043280182232,0.2915717539863325,0.2801822323462414,0.7015945330296127,-0.471511746680286,0.6309794988610479
2024_11_05,4459,0,2,1,1,2,1,1,1,1,1,1,0.6339285714285714,-0.3125142686100725,0.4151785714285714,-0.3080497790585,0.2700892857142857,0.2053571428571428,0.2700892857142857,0.6808035714285714,-0.4553779342603913,0.6339285714285714
2024_11_05,6115,1,2,1,1,1,1,1,1,1,1,1,0.7222222222222222,-0.2916354404049983,0.4236111111111111,-0.2846917394429746,0.2916666666666667,0.25,0.2986111111111111,0.6689814814814815,-0.4281948926581323,0.6597222222222222
2024_11_05,6116,1,1,1,1,1,1,1,1,1,1,1,0.7190265486725663,-0.238962472406181,0.411504424778761,-0.2345372414356961,0.336283185840708,0.2610619469026549,0.3384955752212389,0.7035398230088495,-0.4071212492846046,0.6880530973451328
2024_11_05,6119,1,2,1,1,1,1,1,1,1,1,1,0.0559440559440559,-0.3239725674212344,0.4125874125874126,-0.316980353735884,0.2657342657342657,0.2214452214452214,0.2727272727272727,0.6783216783216783,-0.4801320063940598,0.6713286713286714
2024_11_05,6120,1,1,1,1,1,1,1,1,1,1,1,0.7383177570093458,-0.2710265647328584,0.3714953271028037,-0.2663536929271194,0.2897196261682243,0.2546728971962617,0.2943925233644859,0.6915887850467289,-0.4415863856423296,0.6845794392523364
2024_11_05,6121,1,2,1,1,1,1,1,1,1,1,1,0.0929203539823008,-0.2234789874357864,0.4535398230088495,-0.2168409977099709,0.3008849557522124,0.2544247787610619,0.3075221238938053,0.6637168141592921,-0.3717274246456645,0.665929203539823
2024_11_05,6122,1,1,1,1,1,1,1,1,2,1,1,0.7090909090909091,-0.2454397688278851,0.45,-0.240894587923665,0.3,0.2386363636363636,0.3045454545454545,-0.0204533140689903,-0.4204292336403588,0.6568181818181819
2024_11_05,6123,1,3,1,1,1,1,1,1,1,1,1,0.0204545454545454,-0.2659090909090909,0.4136363636363636,-0.2590909090909091,0.275,0.2318181818181818,0.2795454545454545,0.6545454545454545,-0.4181818181818182,0.6659090909090909
2024_11_05,6124,1,1,1,1,1,1,1,1,1,1,1,0.7522123893805309,-0.2190397350993377,0.4557522123893805,-0.2124021673690548,0.2964601769911504,0.2588495575221239,0.3008849557522124,0.7035398230088495,-0.4093166767007826,0.6946902654867256
2024_11_05,6125,1,1,1,1,1,1,1,1,1,1,1,0.8538135593220338,-0.2140030683455256,0.4555084745762712,-0.2076465415629853,0.3008474576271186,0.25,0.3072033898305085,0.673728813559322,-0.3835104492132687,0.6567796610169492
2024_11_05,6126,1,1,1,1,1,1,1,1,1,1,1,0.8496583143507973,-0.2778601694915253,0.4123006833712984,-0.2710275423728814,0.2733485193621868,0.2323462414578587,0.2801822323462414,0.662870159453303,-0.4760063559322035,0.6560364464692483
2024_11_05,6130,1,1,1,1,1,1,1,1,1,1,1,0.8269662921348314,-0.1999797917588868,0.350561797752809,-0.2606478184722569,0.2404494382022471,0.2,0.2449438202247191,0.6696629213483146,-0.4493927904694086,0.6337078651685393
2024_11_05,6131,1,1,1,1,1,1,1,1,1,2,1,0.856492027334852,-0.2778958120531153,0.3553530751708428,-0.2687844739530133,0.2391799544419134,0.2346241457858769,0.2437357630979499,0.6605922551252847,-0.4624004085801839,0.6674259681093394
2024_11_05,6133,1,1,1,1,1,1,1,1,1,1,1,0.8739130434782608,-0.2391338399540529,0.3260869565217391,-0.232612007955306,0.2434782608695652,0.2347826086956521,0.258695652173913,0.7086956521739131,-0.4521803519131182,0.6717391304347826
2024_11_05,6136,1,2,1,1,1,1,1,1,1,1,1,0.7133620689655172,-0.2564814152540353,0.3771551724137931,-0.2500154972224209,0.2392241379310344,0.2176724137931034,0.2456896551724137,0.6702586206896551,-0.4138187540233173,0.6508620689655172
2024_11_05,6140,1,1,1,2,1,1,1,1,1,2,1,0.8228941684665226,-0.2656624812593703,0.2786177105831533,-0.2591829085457272,0.2397408207343412,0.2267818574514039,0.244060475161987,0.6673866090712743,-0.4298116566716641,0.6565874730021598
2024_11_05,6141,1,1,1,1,1,1,1,1,1,1,1,0.8275862068965517,-0.2607770733180055,0.3081896551724138,-0.2521563436215426,0.2456896551724137,0.2284482758620689,0.1767241379310344,0.6788793103448276,-0.4094846605819921,0.665948275862069
2024_11_05,6142,1,1,1,1,1,1,1,1,1,1,1,0.8536585365853658,-0.2571902654867256,0.3725055432372505,-0.2527559505645408,0.2461197339246119,0.2305986696230598,0.2527716186252771,0.6674057649667405,-0.4345628623741227,0.6585365853658537
2024_11_05,6143,1,1,1,1,1,1,1,1,1,2,1,0.8470066518847007,-0.2549889135254989,0.3991130820399113,-0.2461197339246119,0.2439024390243902,0.2328159645232816,0.2483370288248337,0.7073170731707317,-0.4368070953436807,0.6740576496674058
2024_11_05,6144,1,1,1,1,1,1,2,1,1,1,1,0.717948717948718,-0.2307877779301149,0.3397435897435897,-0.2265139301906684,0.2435897435897435,0.2414529914529914,0.2457264957264957,0.6816239316239316,-0.3974678397685314,0.6752136752136753
2024_11_05,6145,1,1,1,1,1,1,1,3,1,2,1,0.7214912280701754,-0.2697217079055153,0.3771929824561403,-0.2631431296639173,0.2390350877192982,0.2324561403508772,-0.1732358936954122,0.6381578947368421,-0.4341861639454638,0.6293859649122807
2024_11_05,6146,1,1,1,1,1,1,1,1,1,1,1,0.8608695652173913,-0.2521787114206339,0.3521739130434783,-0.2456568481942384,0.2456521739130434,0.2282608695652173,0.2478260869565217,0.7673913043478261,-0.4347908817597138,0.6869565217391305
2024_11_05,6147,1,1,1,1,1,1,1,1,1,1,1,0.8199152542372882,-0.2309449397922602,0.3855932203389831,-0.2245886570456843,0.2584745762711864,0.2436440677966101,0.2669491525423729,0.6800847457627118,-0.4004458130342862,0.652542372881356
2024_11_05,6152,1,1,1,1,1,1,1,1,1,1,1,0.8344086021505376,-0.2580574615237418,0.3290322580645161,-0.2537565038316795,0.2451612903225806,0.2258064516129032,0.2494623655913978,0.7010752688172043,-0.4236443326681428,0.6666666666666666
2024_11_05,6158,1,1,1,1,1,1,1,1,1,2,1,0.7216035634743875,-0.2783803326102675,0.3496659242761692,-0.2716992046276211,0.2338530066815144,0.2026726057906459,0.2405345211581291,0.6703786191536748,-0.4543167028199566,0.6570155902004454
2024_11_05,6159,1,1,1,1,1,1,1,1,1,2,1,0.8272138228941684,-0.2483968205206973,0.3477321814254859,-0.2419169034636356,0.2375809935205183,0.2289416846652267,0.2419006479481641,0.6889848812095032,-0.4168746640043008,0.6695464362850972
2024_11_05,6160,1,1,1,1,1,1,1,2,1,2,1,0.7176724137931034,-0.2500011611974268,0.3448275862068966,-0.2435356139250794,0.2693965517241379,0.2349137931034483,-0.161638681808681,0.6831896551724138,-0.4396572145196126,0.6745689655172413
2024_11_05,6162,1,1,1,1,1,1,1,1,1,2,1,0.8518518518518519,-0.2483695652173912,0.3877995642701525,-0.24183352402746,0.2527233115468409,0.2287581699346405,0.2570806100217865,0.6666666666666666,-0.3899837909992373,0.6688453159041394
2024_11_05,6163,1,1,1,1,1,1,1,1,1,1,1,0.8251599147121536,-0.2260232698280257,0.3901918976545842,-0.219626384832893,0.2771855010660981,0.2366737739872068,0.2814498933901919,0.6780383795309168,-0.4094006396884995,0.67590618336887
2024_11_05,6164,1,1,1,1,1,1,1,1,1,1,1,0.8362068965517241,-0.254304514294885,0.3814655172413793,-0.2478391452873878,0.2672413793103448,0.2349137931034483,0.271551724137931,0.6853448275862069,-0.3943875094573216,0.6702586206896551
2024_11_05,6165,1,1,1,1,1,1,1,1,1,1,1,0.8387799564270153,-0.2679675787106446,0.3747276688453159,-0.2614317841079459,0.2549019607843137,0.233115468409586,0.2592592592592592,0.6753812636165577,-0.4226480509745127,0.6470588235294118
2024_11_05,6167,1,1,1,1,1,1,1,1,1,1,1,0.8322440087145969,-0.2505605381165918,0.3812636165577342,-0.2440241762526807,0.2440087145969499,0.2135076252723311,0.2483660130718954,0.6775599128540305,-0.4205059465782803,0.6623093681917211
2024_11_05,6169,1,1,1,1,1,1,1,1,1,2,1,0.8333333333333334,-0.2555420348129728,0.38,-0.24887572086133,0.2444444444444444,0.2111111111111111,0.2466666666666666,0.6888888888888889,-0.4377546161578751,0.6688888888888889
2024_11_05,6170,1,1,1,1,1,1,1,1,1,2,1,0.8466522678185745,-0.2397557471264369,0.3952483801295896,-0.2332758620689655,0.2699784017278617,0.2332613390928725,0.2742980561555075,0.6760259179265659,-0.4211925287356323,0.6781857451403888
2024_11_05,6181,1,1,1,1,1,1,1,1,1,1,1,0.835820895522388,-0.2409436903888481,0.417910447761194,-0.2345469552457813,0.2835820895522388,0.2366737739872068,0.2899786780383795,0.6673773987206824,-0.4136555392516508,0.6716417910447762
2024_11_05,6182,1,1,1,1,1,1,1,1,1,1,1,0.8329718004338394,-0.2494484903866566,0.4273318872017353,-0.2451102557712366,0.2841648590021692,0.2321041214750542,0.2885032537960954,0.6572668112798264,-0.4294852269265915,0.6507592190889371
